-1.0222658025401268,0.474435210058966,0.27391529624058064,-0.020879844073409495,0.14609639013178513,-0.27176173084967925
-0.9218230054381813,0.47604998843179974,0.2698583249971098,-0.01590750943969861,0.11266539104801647,-0.2574000858525971
-0.8273917267127178,0.43968623164586734,0.24543208622253634,-0.01869892947864111,0.0875434031651172,-0.2441311659422554
-0.7427430783890062,0.4058528681907831,0.22339593952265446,-0.019821078978364725,0.06880347020888737,-0.22939084692871625
-0.667249369939708,0.3743811525057759,0.20357702375400324,-0.020132525034495526,0.05469771997759153,-0.21416861746049487
-0.5999691835287815,0.3451400256580878,0.18573145922249482,-0.019988901960245976,0.044026453653523985,-0.19914584588236495
-0.5399715479667475,0.31800513589218654,0.16962684034548103,-0.019504442325329416,0.03595330855618689,-0.1843244509443912
-0.48640873223666187,0.29285346169222726,0.1550577629238944,-0.018782781139154246,0.02955721993086211,-0.16995208961403438
-0.4385067014414949,0.2695646402418581,0.14184343170085786,-0.01796090910028582,0.02421219619110246,-0.1566034121531861
-0.39557472687482786,0.24802085086729658,0.12982766757613962,-0.017080202589453808,0.019734184999520815,-0.14421183343883492
-0.35702216059897934,0.22810647236932707,0.11887869626479261,-0.016172798778800804,0.015975777662972115,-0.13272309370226243
-0.32234209566374583,0.20970963159497666,0.1088842788594406,-0.0152621296269051,0.01281736189916189,-0.12208758287000128
-0.2910974131098784,0.19272323706236624,0.09974788800469138,-0.014364296943771752,0.010160861442340246,-0.11225636207849499
-0.2629092845548411,0.17704560538228603,0.0913857493152083,-0.013489822570756009,0.007925275532409085,-0.1031798348298036
-0.23744782800399616,0.16258078553208433,0.0837245551794821,-0.012645285402723134,0.00604340431560855,-0.09480795623890141
-0.21442452319280567,0.14923866760507043,0.07669968725334891,-0.01183460640097894,0.004459343373183556,-0.08709108089560362
-0.19358602286487542,0.1369349420095275,0.07025382112733608,-0.011059953674190411,0.0031264947216515233,-0.07998089052722059
-0.17470906438415587,0.12559095741052645,0.06433581920229516,-0.010322339791756808,0.002005949683010772,-0.07343113990434254
-0.15759625334515653,0.11513351216782035,0.05889984272809369,-0.009622003692354488,0.0010651591425578217,-0.06739814908762473
-0.1420725449493739,0.10549460414161473,0.05390463206535325,-0.00895865411538297,0.00027683663520983295,-0.06184106375469021
-0.1279822892705906,0.09661115663096367,0.04931291723178525,-0.008331628110515145,-0.0003819458931545179,-0.056721937856162336
-0.11518673612155951,0.08842473308967143,0.045090930201614025,-0.007739998362034759,-0.000930502174230638,-0.052005694584651194
-0.1035619171703552,0.08088124955113857,0.04120799732392563,-0.007182649345598665,-0.0013851430373259194,-0.047660011539967656
-0.09299683955481215,0.07393069098394921,0.037636195345712,-0.006658333813792284,-0.0017596785396661596,-0.04365516358875246
-0.08339193805908614,0.06752683581667883,0.03435005836106001,-0.006165716156532322,-0.002065830530191356,-0.0399638461144012
-0.07465774296371941,0.0616269914190006,0.031326325899826805,-0.005703406427160708,-0.002313572085549335,-0.03656099315613247
-0.06671372864224714,0.05619174226739239,0.02854372455933404,-0.005269987328944682,-0.0025114073675389713,-0.03342359918261896
-0.05948731433228927,0.051184711755996606,0.025982777247351464,-0.00486403564931823,-0.0026666029733804783,-0.030530549411416075
-0.05291299360816029,0.04657233806143522,0.02362563537422254,-0.00448413918596793,-0.002785379771190255,-0.027862461130632402
-0.04693157319091071,0.04232366407893096,0.02145593030359109,-0.004128909953799391,-0.0028730724974258383,-0.025401536964149665
-0.04148950505564933,0.03841014117428623,0.019458641117607645,-0.0037969943031001536,-0.0029342629938857883,-0.023131430123630056
-0.036538298495333035,0.034805446311166055,0.017619976328391837,-0.00348708047038612,-0.0029728918296312245,-0.021037121186367885
-0.03203400100096896,0.03148531199245753,0.015927267614001848,-0.003197904001697652,-0.0029923521413773,-0.019104805679027597
-0.027936738619515733,0.02842736838098147,0.014368874005159332,-0.002928251422512428,-0.0029955687934343604,-0.017321791636953417
-0.024210307930863095,0.02561099692555327,0.012934095221829775,-0.00267696247367701,-0.002985065370426001,-0.01567640628562
-0.020821813005711412,0.023017194803734393,0.011613093074079246,-0.0024429311861828363,-0.002963021044175222,-0.01415791101663843
-0.017741341715579326,0.0206284494953917,0.010396820012755898,-0.002225106027712804,-0.002931318977193935,-0.012756423881962613
-0.0149416766030153,0.01842862281609007,0.009276954052590984,-0.0020224893195845946,-0.0028915876206174725,-0.01146284889251041
-0.012398036214994468,0.016402843762417758,0.008245839400970971,-0.0018341360931583253,-0.0028452360194769545,-0.010268811473013364
-0.010087843380011358,0.014537409549712063,0.007296432215768508,-0.0016591525291651393,-0.0027934840411930313,-0.009166599488959898
-0.007990517389533375,0.012819694254143636,0.006422250989721391,-0.0014966941010352175,-0.0027373882847868606,-0.00814910932153609
-0.006087287443764477,0.01123806450422925,0.005617331120355653,-0.0013459635235520873,-0.0026778643010489833,-0.007209796521392728
-0.004361025054012442,0.009781801700417096,0.004876183276008683,-0.00120620859055431,-0.0026157056517111636,-0.0063426306215181244
-0.002796093371218622,0.008441030274686257,0.004193755212149486,-0.0010767199695653868,-0.002551600253559555,-0.005542053733551473
-0.001378211642682581,0.00720665153453929,0.003565396729492936,-0.0009568290069602078,-0.002486144387276917,-0.004802942590840935
-9.43331955401375e-05,0.00607028266702387,0.0029868274975624865,-0.0008459055844376899,-0.0024198546972036437,-0.004120573735861151
0.0010674644862737354,0.00502420050824374,0.002454107495312623,-0.0007433560561443143,-0.002353178464314121,-0.003490591579737888
