1.000000,-0.500000,-0.500000,1.414214
2.000000,-0.443690,-0.493441,1.370210
3.000000,-0.431794,-0.325295,1.244730
4.000000,-0.481704,-0.145982,1.175175
5.000000,-0.447164,0.254735,0.978404
6.000000,-0.409445,0.086555,0.999013
7.000000,-0.333614,0.194895,0.887694
8.000000,-0.406131,0.379764,0.914073
9.000000,-0.272503,-0.385789,1.175323
10.000000,-0.318847,-0.082448,1.004866
11.000000,-0.240550,0.104283,0.839646
12.000000,-0.299842,0.472216,0.800324
13.000000,-0.206693,-0.495343,1.220706
14.000000,-0.193018,-0.284298,1.046613
15.000000,-0.148684,-0.117917,0.895887
16.000000,-0.078971,-0.221882,0.925376
17.000000,-0.134174,0.196599,0.703015
18.000000,-0.070417,0.314988,0.599671
19.000000,-0.107316,0.435902,0.610690
20.000000,0.014235,-0.438038,1.056353
21.000000,-0.017825,-0.111782,0.801511
22.000000,0.069607,-0.325660,0.931103
23.000000,0.112112,-0.127979,0.738116
24.000000,0.061213,0.301355,0.481658
25.000000,0.131689,-0.498982,1.064715
26.000000,0.182059,-0.267767,0.830995
27.000000,0.245380,0.018739,0.544466
28.000000,0.222082,0.347719,0.316904
29.000000,0.328080,-0.131003,0.654004
30.000000,0.321757,0.451781,0.184650
31.000000,0.468776,-0.409894,0.910430
32.000000,0.445859,-0.064099,0.566691
33.000000,0.413830,0.133143,0.376842
34.000000,0.469799,0.396747,0.107579
35.000000,0.496899,-0.242377,0.742384
36.000000,0.500000,0.500000,0.000000
