2.000000,1.000000,0.056691
3.000000,1.000000,0.187547
9.000000,1.000000,0.254556
3.000000,2.000000,0.168566
9.000000,2.000000,0.202222
9.000000,3.000000,0.170391
4.000000,3.000000,0.186129
10.000000,4.000000,0.174811
6.000000,4.000000,0.243505
7.000000,5.000000,0.128353
8.000000,5.000000,0.131590
6.000000,5.000000,0.172358
7.000000,6.000000,0.132242
11.000000,6.000000,0.169824
11.000000,7.000000,0.129891
12.000000,8.000000,0.140871
7.000000,8.000000,0.198583
13.000000,9.000000,0.127801
14.000000,9.000000,0.128911
15.000000,10.000000,0.173820
6.000000,10.000000,0.191755
17.000000,11.000000,0.140847
19.000000,12.000000,0.195920
5.000000,12.000000,0.262681
14.000000,13.000000,0.211487
16.000000,14.000000,0.130010
15.000000,14.000000,0.172187
16.000000,15.000000,0.125175
21.000000,15.000000,0.131003
21.000000,16.000000,0.125940
18.000000,17.000000,0.134465
7.000000,17.000000,0.199447
19.000000,18.000000,0.126419
24.000000,18.000000,0.132334
24.000000,19.000000,0.215650
22.000000,20.000000,0.125278
25.000000,20.000000,0.132324
23.000000,21.000000,0.130943
26.000000,22.000000,0.126480
16.000000,22.000000,0.181232
26.000000,23.000000,0.156311
27.000000,23.000000,0.198208
22.000000,25.000000,0.184105
26.000000,25.000000,0.236638
29.000000,26.000000,0.200067
29.000000,27.000000,0.171061
33.000000,27.000000,0.203626
30.000000,28.000000,0.144098
34.000000,28.000000,0.252523
32.000000,29.000000,0.135455
34.000000,30.000000,0.157941
36.000000,30.000000,0.184650
35.000000,31.000000,0.169861
29.000000,31.000000,0.312371
35.000000,32.000000,0.185441
33.000000,32.000000,0.199825
34.000000,33.000000,0.269481
36.000000,34.000000,0.107579
29.000000,35.000000,0.202248
28.000000,36.000000,0.316904
