0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.2317911359761294e-08,-1.5683651851790566e-07,0.49999995402892894,0.0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,9.817254918598625e-08,-1.2499717183105555e-06,0.4999996336150585,0.0
-2.2005574442527486e-06,0.0,0.9999999999975788,0.0,1.0,0.0,-0.9999999999975788,0.0,-2.2005574442527486e-06,3.3008226124604666e-07,-4.202755137729307e-06,0.4999987681108088,0.0
-5.196442802860254e-06,0.0,0.9999999999864985,0.0,1.0,0.0,-0.9999999999864985,0.0,-5.196442802860254e-06,7.794588621678418e-07,-9.924474702878822e-06,0.4999970909896909,0.0
-1.011091641797922e-05,0.0,0.9999999999488847,0.0,1.0,0.0,-0.9999999999488847,0.0,-1.011091641797922e-05,1.5166088479432479e-06,-1.9310427925653744e-05,0.4999943398242653,0.0
-1.7405466885657868e-05,0.0,0.9999999998485248,0.0,1.0,0.0,-0.9999999998485248,0.0,-1.7405466885657868e-05,2.610735235896484e-06,-3.324199310177541e-05,0.49999025626426674,0.0
-2.7534331995697915e-05,0.0,0.9999999996209303,0.0,1.0,0.0,-0.9999999996209303,0.0,-2.7534331995697915e-05,4.129937593267532e-06,-5.258670050882855e-05,0.4999845860142455,0.0
-4.0944536009634145e-05,0.0,0.9999999991617725,0.0,1.0,0.0,-0.9999999991617725,0.0,-4.0944536009634145e-05,6.141211155309418e-06,-7.819830360429792e-05,0.4999770788109638,0.0
-5.807592693765295e-05,0.0,0.9999999983135933,0.0,1.0,0.0,-0.9999999983135933,0.0,-5.807592693765295e-05,8.710444977335604e-06,-0.00011091685022360505,0.4999674884005348,0.0
-7.936121381389122e-05,0.0,0.9999999968508989,0.0,1.0,0.0,-0.9999999968508989,0.0,-7.936121381389122e-05,1.1902419181293211e-05,-0.00015156875377814497,0.49995557251531925,0.0
-0.00010522600396940304,0.0,0.999999994463744,0.0,1.0,0.0,-0.999999994463744,0.0,-0.00010522600396940304,1.5780801357103957e-05,-0.0002009668644533228,0.4999410928505979,0.0
-0.00013608884030191808,0.0,0.9999999907399137,0.0,1.0,0.0,-0.9999999907399137,0.0,-0.00013608884030191808,2.0408142178430716e-05,-0.00025991054040659043,0.49992381504103456,0.0
-0.0001723612385413435,0.0,0.9999999851458016,0.0,1.0,0.0,-0.9999999851458016,0.0,-0.0001723612385413435,2.584587028771632e-05,-0.00032918571896548357,0.4999035086369465,0.0
-0.00021444772450978237,0.0,0.9999999770060864,0.0,1.0,0.0,-0.9999999770060864,0.0,-0.00021444772450978237,3.215428650842178e-05,-0.00040956498782565776,0.49987994708039724,0.0
-0.000262745871374662,0.0,0.999999965482303,0.0,1.0,0.0,-0.999999965482303,0.0,-0.000262745871374662,3.939255743633562e-05,-0.0005018076562489257,0.49985290768112806,0.0
-0.00031764633689337977,0.0,0.9999999495504011,0.0,1.0,0.0,-0.9999999495504011,0.0,-0.00031764633689337977,4.761870846403553e-05,-0.0006066598262612936,0.49982217159234155,0.0
-0.00037953290064769317,0.0,0.999999927977386,0.0,1.0,0.0,-0.999999927977386,0.0,-0.00037953290064769317,5.6889616288951706e-05,-0.0007248544638509982,0.4997875237863537,0.0
-0.0004487825012658966,0.0,0.9999998992971282,0.0,1.0,0.0,-0.9999998992971282,0.0,-0.0004487825012658966,6.726100095476989e-05,-0.0008571114701665426,0.4997487530301284,0.0
-0.0005257652736306536,0.0,0.999999861785429,0.0,1.0,0.0,-0.999999861785429,0.0,-0.0005257652736306536,7.87874174743944e-05,-0.0010041377527147343,0.4997056518607076,0.0
-0.0006108445860701737,0.0,0.9999998134344285,0.0,1.0,0.0,-0.9999998134344285,0.0,-0.0006108445860701737,9.152224708173247e-05,-0.001166627296558721,0.4996580165605529,0.0
-0.0007043770775302632,0.0,0.9999997519264355,0.0,1.0,0.0,-0.9999997519264355,0.0,-0.0007043770775302632,0.0001055176881575479,-0.0013452612355160272,0.49960564713281086,0.0
-0.0008067126947246129,0.0,0.9999996746072611,0.0,1.0,0.0,-0.9999996746072611,0.0,-0.0008067126947246129,0.00012082474687361338,-0.0015407079233565914,0.4995483472765157,0.0
-0.0009181947292605395,0.0,0.9999995784591307,0.0,1.0,0.0,-0.9999995784591307,0.0,-0.0009181947292605395,0.00013749322759781444,-0.0017536230050008025,0.49948592436174327,0.0
-0.0010391598547372517,0.0,0.9999994600732524,0.0,1.0,0.0,-0.9999994600732524,0.0,-0.0010391598547372517,0.00015557172310240143,-0.0019846494877175354,0.49941818940472804,0.0
-0.0011699381638135859,0.0,0.9999993156221122,0.0,1.0,0.0,-0.9999993156221122,0.0,-0.0011699381638135859,0.00017510760461470805,-0.002234417812322192,0.4993449570429569,0.0
-0.0013108532052420274,0.0,0.999999140831568,0.0,1.0,0.0,-0.999999140831568,0.0,-0.0013108532052420274,0.00019614701175025689,-0.002503545924374732,0.49926604551025106,0.0
-0.0014622220208657334,0.0,0.9999989309528095,0.0,1.0,0.0,-0.9999989309528095,0.0,-0.0014622220208657334,0.00021873484236523708,-0.002792639345377711,0.49918127661184886,0.0
-0.0016243551825751827,0.0,0.9999986807342502,0.0,1.0,0.0,-0.9999986807342502,0.0,-0.0016243551825751827,0.0002429147423652616,-0.003102291243974324,0.49909047569950127,0.0
-0.0017975568292209673,0.0,0.9999983843934178,0.0,1.0,0.0,-0.9999983843934178,0.0,-0.0017975568292209673,0.00026872909550568224,-0.0034330825071464295,0.4989934716465909,0.0
